"0_UIDNFTN";"1_Название";"0_LABEL";"1_Адрес";"0_X";"0_Y";"0_BUI_NO_BTI";"0_CAD_NO";"0_STREET_BTI";"0_HOUSE_BTI";"0_HADD_BTI";"1_Ведомство";"1_Телефон";"1_Сайт";"1_Электронная почта";"1_Административный округ";"1_Район";"0_TIP_ZONY"
"17723";"ФОК ""Фестивальный""";"ФОК ""Фестивальный""";"Сущевский Вал, дом 56";"7756,93530000001";"13988,2158000004";"4307103";;;;;"частная";"(495) 688-57-87";;;"ЦАО";"Мещанский";"физкультурно-оздоровительные комплексы"
"17270";"Спортивный комплекс ""Олимпийский""";"Спортивный комплекс ""Олимпийский""";"Олимпийский проспект, дом 16";"7869,6102";"12731,7347999997";"4305898";;;;;"частная";"(495) 688-15-33";;;"ЦАО";"Мещанский";"физкультурно-оздоровительные комплексы"
"11125";"Государственное учреждение по работе с детьми, подростками и молодежью по месту жительства  Центр досуга ""Диалог""";"Государственное учреждение по работе с детьми, подростками и молодежью по месту жительства  Центр досуга ""Диалог""";"Варсонофьевский переулок, дом 8";"8055,09829999972";"10710,6967999991";"3246";;;;;"Муниципалитет";"(495) 628-81-65 (495) 928-81-65";;;"ЦАО";"Мещанский";"досуговые центры"
"16481";"МОО ""Детский туристский клуб ""Норд""";"МОО ""Детский туристский клуб ""Норд""";"Большой Сергиевский переулок, дом 19/22";"8277,35010000039";"11321,0178999994";"23403";;;;;"Муниципалитет";"(495) 607-37-70";"meschanka.info";;"ЦАО";"Мещанский";"досуговые центры"
"17654";"Фитнес-клуб Византий";"Фитнес-клуб Византий";"улица Трифоновская, дом 57";"8316,6425999999";"13714,8039999995";"2125869";;;;;"частная";" (495) 980-72-70";;;"ЦАО";"Мещанский";"физкультурно-оздоровительные комплексы"
"17655";"Фитнес-клуб Водолей";"Фитнес-клуб Водолей";"улица Варварка, дом 14";"8421,09530000016";"9528,0719000008";"4300496";;;;;"частная";"(495) 698-46-10 (495) 698-48-32";;;"ЦАО";"Таганский";"спортивные залы"
"17446";"УСТЦ ""Останкино""";"УСТЦ ""Останкино""";"улица Большая Марфинская, дом 7А";"8440,4458999997";"15319,6533000004";"13913";;;;;"Департамент природопользования и охраны окружающей среды города Москвы";"(495) 619-77-21 (495) 218-92-28";;"filinsport@yandex.ru";"СВАО";"Марфино";"досуговые центры"
"11123";"Государственное предприятие Спортивно-досуговый центр ""ОРИОН""";"Государственное предприятие Спортивно-досуговый центр ""ОРИОН""";"Большая Пионерская улица, дом 24, строение 2";"8502,8925999999";"6710,54309999943";"19814";;;;;"Муниципалитет";"(495) 235-71-78";"zmsk.ru";;"ЦАО";"Замоскворечье";"досуговые центры"
"16987";"Реабилитационный центр для инвалидов";"Реабилитационный центр для инвалидов";"улица Абрамцевская, дом 35";"4608,66160000023";"25414,0791999996";"31";;;;;"Департамент социальной защиты населения города Москвы";"(499) 200-10-10";;"rcdimoscow@mtu-net.ru";"СВАО";"Лианозово";"лечебные и оздоровительные центры"
"15786";"Детский парк культуры и отдыха ""Пресненский""";"Детский парк культуры и отдыха ""Пресненский""";"улица Дружинниковская, дом 9";"4645,97460000031";"10053,9039999992";"2106419";;;;;"Департамент образования города Москвы";"(495) 605-46-96 ";;;"ЦАО";"Пресненский";"плоскостные спортивные сооружения"
"11950";"ГУП ЦД ""Дружба""";"ГУП ЦД ""Дружба""";"Красная Пресня, дом 9, строение 3";"4668,04999999981";"10408,3675999995";"2116611";;;;;"Муниципалитет";"(495) 255-64-46";"presnen.cao.granit.ru";;"ЦАО";"Пресненский";"досуговые центры"
"17342";"Стадион ""Буревестник""";"Стадион ""Буревестник""";"улица Плющиха, дом 57/1";"4881,65550000034";"7810,26889999956";"2120744";;;;;"Департамент здравоохранения города Москвы";"(495) 245-08-59  (495) 246-68-18";;;"ЦАО";"Хамовники";"футбольные поля"
"15784";"Детский парк ""Усадьба Трубецких""";"Детский парк ""Усадьба Трубецких""";"улица Усачева, дом 1А";"4907,9291000003";"7038,38189999945";"2101341";;;;;"Муниципалитет";"(495) 248-07-17";"uprava-hamovniki.ru sportcentrmsk.ru";;"ЦАО";"Хамовники";"плоскостные спортивные сооружения"
"16120";"Дом детского творчества ""Усадьба Трубецких в Хамовниках""";"Дом детского творчества ""Усадьба Трубецких в Хамовниках""";"улица Усачева, дом 1А";"4907,9291000003";"7038,38189999945";"2101341";;;;;"Департамент образования города Москвы";;"children-park.ru";;"ЦАО";"Хамовники";"досуговые центры"
"17257";"Спортивный комплекс (стрелково-стендовый комплекс ВОО)";"Спортивный комплекс (стрелково-стендовый комплекс ВОО)";"улица Головачева, дом 1";"19308,2921000002";"1135,67380000092";"5625";;;;;"Общественная организация";"(495) 377-20-02";;;"ЮВАО";"Люблино";"стрелковые стенды, стрельбища, тиры"
"17876";"Шахматная школа ""Триумф""";"Шахматная школа ""Триумф""";"улица Кадырова, дом 8, корпус 3";"752,317400000058";"-14332,1684000008";"290048";;;;;"Департамент физической культуры и спорта города Москвы";"(499) 793-28-72";"naida.ru";;"ЮЗАО";"Южное Бутово";"центры дополнительного образования"
"17877";"Шахматная школа ""Этюд""";"Шахматная школа ""Этюд""";"улица Римского-Корсакова, дом 10";"6320,51630000025";"22851,2873999998";"21803";;;;;"частная";"(495) 903-68-21";"etud-otradnoe.ru";"info@etud-otradnoe.ru";"СВАО";"Отрадное";"спортивные залы"
"17879";"Шахматный клуб им.Т. Петросяна";"Шахматный клуб им.Т. Петросяна";"улица Большая Дмитровка, дом 11, строение 2";"7222,92509999964";"10587,1752000004";"2117852";;;;;"частная";"(495) 650-29-57 (495) 694-60-49 ";"chessmoscow.ru";"moscowchess@mail.ru";"ЦАО";"Тверской";"физкультурно-оздоровительные комплексы"
"18179";"Школа высшего спортивного мастерства ""Измайлово"" по игровым видам спорта";"Школа высшего спортивного мастерства ""Измайлово"" по игровым видам спорта";"улица Западная, дом 16";"23609,2983999997";"16533,2429000009";"2500421";;;;;"Департамент физической культуры и спорта города Москвы";"(499) 780-15-82 ";"shvsmizmailovo.ru";"shvsmizmailovo2008@yandex.ru";"ВАО";"Восточный";"центры дополнительного образования"
"17390";"Стрелковый клуб ""Стрела-84""";"Стрелковый клуб ""Стрела-84""";"улица Садовая-Спасская, дом 1/2";"8856,45949999988";"11799,8498";"4302201";;;;;"Муниципалитет";"(495) 207-18-02";;;"ЦАО";"Красносельский";"спортивные залы"
"17220";"Спортивный клуб ""СпортЛенд""";"Спортивный клуб ""СпортЛенд""";"улица Полярная, 31А";"9058,19450000022";"24569,2501999997";"2119416";;;;;"Муниципалитет";"(495) 473-00-05";;;"СВАО";"Северное Медведково";"спортивные залы"
