0_Номер строки;1_Номер маршрута;1_Наименование маршрута;1_Трасса следования маршрута;1_Количество ТС;1_Интервальность движения (минимум);1_Интервальность движения (максимум);1_Протяженность;1_Тип ТС;1_Режим работы, рабочие/выходные, начало;1_Режим работы, рабочие/выходные, окончание;1_Наименование перевозчика;0_Координаты Х;0_Координаты Y;0_Состояние подписи
83;297;Москва (ст. Бирюлево-Товарная) – Измайлово (Институт садоводства);"прям. напр. : Москва (ст. Бирюлево-Товарная) – Измайлово (Институт садоводства)
обр. напр. : Измайлово (Институт садоводства) - Москва (ст. Бирюлево-Товарная)";4;Не регламентируется;Не регламентируется;4,2;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 160";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 160";ГУП МОСГОРТРАНС;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
85;300;Балашиха-3 – Москва (м. Щёлковская);Щелковская-прям. напр. :,Щёлковское шоссеобр. напр. ::;4;Не регламентируется;Не регламентируется;14,6;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 72";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 72";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
88;303;Вешки – Москва (м. Алтуфьево);Алтуфьево-прям. напр. :,Алтуфьевское шоссеобр. напр. ::;2;Не регламентируется;Не регламентируется;4,2;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 80";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 80";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
115;339;Одинцово-Москва(м.Парк Победы);Парк Победы-прям. напр. :,Можайское шоссе,Кутузовский проспект,площадь Дорогомиловская Застава,Большая Дорогомиловская улица,Кутузовский проспект,улица Генерала Ермолова,улица Неверовского,улица Барклая,Кутузовский проспект,Можайское шоссеобр. напр. ::;20;Не регламентируется;Не регламентируется;25,3;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
120;344;Химки (платф.Левобережная) - м.Речной вокзал;Речной вокзал-прям. напр. :обр. напр. ::;4;Не регламентируется;Не регламентируется;15;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,7; кол-во рейсов: 98";"день нед.: 1,2,3,4,5,7; кол-во рейсов: 98";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
127;350;м.Речной вокзал - Менделеево (Башни);Речной вокзал-прям. напр. :,Ленинградское шоссе,Беломорская улица,улица Лавочкина,Флотская улица,Ленинградское шоссе,Фестивальная улицаобр. напр. :,Фестивальная улица,Смольная улица,Беломорская улица,Ленинградское шоссе:;7;Не регламентируется;Не регламентируется;48,2;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,56,7; кол-во рейсов: 5640";"день нед.: 1,2,3,4,56,7; кол-во рейсов: 5640";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
128;351;Володарского - м.Выхино;Выхино-прям. напр. :обр. напр. ::;2;Не регламентируется;Не регламентируется;36,2;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 9";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 9";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
132;354;Люберцы (Гарнизон) -ст.м.Кузьминки;Кузьминки-прям. напр. :,Волгоградский проспект,Новорязанское шоссеобр. напр. :: г Москва,г Люберцы;5;Не регламентируется;Не регламентируется;11,2;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 50";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 50";ООО КОМПАНИЯ ЛЮБЕРЕЦКОЕ ТРАСПОРТНОЕ АГЕНСТВО,ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
133;355;м.Домодедовская - Слобода;Домодедовская-прям. напр. :обр. напр. ::;3;Не регламентируется;Не регламентируется;9;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 66";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 66";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
137;359;Пущино – Москва (м. Южная);-прям. напр. :,Варшавское шоссе,Днепропетровская улица,Кировоградская улица,Сумская улицаобр. напр. ::;16;Не регламентируется;Не регламентируется;107,8;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 12,3,4567; кол-во рейсов: 3128292627";"день нед.: 12,3,4567; кол-во рейсов: 3128292627";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
138;360;Дуброво - м.Щелковская;Щелковская-прям. напр. :,Щёлковское шоссеобр. напр. ::;9;Не регламентируется;Не регламентируется;64,3;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 54";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 54";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
142;364;м.Домодедовская -Видное (ст.Расторгуево);Домодедовская-прям. напр. :обр. напр. ::;7;Не регламентируется;Не регламентируется;16,1;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 166";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 166";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
146;368;ст.Долгопрудная - м.Речной вокзал;Речной вокзал-прям. напр. :обр. напр. ::;18;Не регламентируется;Не регламентируется;14,3;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 246";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 246";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
151;373;Люберцы (ул.Строителей) - м.Выхино;Выхино-прям. напр. :,улица Хлобыстова,Рязанский проспект,МКАД, 8-й километробр. напр. ::;5;Не регламентируется;Не регламентируется;10,1;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,56,7; кол-во рейсов: 12036";"день нед.: 1,2,3,4,56,7; кол-во рейсов: 12036";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
156;382;Ногинск (п. Октября) – Москва (м. Партизанская);Партизанская-прям. напр. :,Измайловское шоссе,Главная аллея,шоссе Энтузиастовобр. напр. :: г Ногинск,г Москва;18;Не регламентируется;Не регламентируется;55;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: ";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: ";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
