streetname,areaid,okrug,area
Новокрымский проезд,20,ЦАО,Район Хамовники
Варшавское шоссе,109,ЮАО,Район Чертаново Центральное
Днепропетровская улица,109,ЮАО,Район Чертаново Центральное
Днепропетровский проезд,109,ЮАО,Район Чертаново Центральное
Дорожная улица,109,ЮАО,Район Чертаново Центральное
1-й Дорожный проезд,109,ЮАО,Район Чертаново Центральное
улица Подольских Курсантов,109,ЮАО,Район Чертаново Центральное
Кировоградская улица,109,ЮАО,Район Чертаново Центральное
Кировоградский проезд,109,ЮАО,Район Чертаново Центральное
улица Красного Маяка,109,ЮАО,Район Чертаново Центральное
Чертановская улица,109,ЮАО,Район Чертаново Центральное
Новолужнецкий проезд,20,ЦАО,Район Хамовники
Балаклавский проспект,108,ЮАО,Район Чертаново Северное
Варшавское шоссе,108,ЮАО,Район Чертаново Северное
Днепропетровская улица,108,ЮАО,Район Чертаново Северное
Дорожная улица,108,ЮАО,Район Чертаново Северное
Кировоградская улица,108,ЮАО,Район Чертаново Северное
Сумская улица,108,ЮАО,Район Чертаново Северное
Сумской проезд,108,ЮАО,Район Чертаново Северное
Чертановская улица,108,ЮАО,Район Чертаново Северное
микрорайон Северное Чертаново,108,ЮАО,Район Чертаново Северное
Варшавское шоссе,110,ЮАО,Район Чертаново Южное
Оболенский переулок,20,ЦАО,Район Хамовники
